title,images,url,price,time,person_type,city,metro,address,nedvigimost_type,source,listing_type,total_area_sale,km_do_metro,region,city1,coords_lat,coords_lng,ad_type,object_type,total_area,floor,total_floors,property_type_rent,total_area_rent,floor_rent,year,building_type,room_floor,room_total_area,room_category,building_parking,room_finish,room_entrance,room_deposit,time_source_created,time_source_updated,is_actual,floor_sale,property_type_sale,district_only,metro_only,price_per_m2_rent,price_per_m2_sale,city_lng,city_lat,dist_km,price_per_sqm,month
"Помещение свободного назначения в Красноярский край, Красноярск ул. Ленина, 74с2 (280 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280224-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280302-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493286974-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280295-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280287-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493286964-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493286993-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280401-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493286986-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280440-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280469-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280472-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280500-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280521-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280525-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280534-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280559-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280585-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280593-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280589-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280633-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280677-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280683-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280664-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280708-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280728-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280731-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280740-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280756-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280766-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280770-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280789-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-krasnoyarsk-ulica-lenina-2493280792-1.jpg'}]",https://www.cian.ru/rent/commercial/317666586,220000.0,2025-05-18 13:09:28,Частное лицо,Красноярский край,Центральный,"ул. Ленина, 74с2",Сдам,cian.ru,Сдам,,0.0,Красноярский край,Красноярск,56.013824,92.870053,Сдам,Помещение свободного назначения,280.0,2.0,3.0,Помещение свободного назначения,280.0,2.0,2025.0,,,,,,,,,2025-05-18 13:03:40,2025-05-18 13:03:46,1.0,,,Центральный,,785.7142857142857,,92.872586,56.0091173,0.5465332323492457,785.7142857142857,5
"Торговая площадь, 58 м²","[{'imgurl': 'https://30.img.avito.st/image/1/1.3aamXLa5cU-Q6_NCkC_Fo9j9c0kY_fNZkPBzTRTpdU0.W3P5WduZ8XKxBSI5FGnLQIY1qdIrxQOyy4QT4jXr_OQ'}, {'imgurl': 'https://20.img.avito.st/image/1/1.FJRDILa5on11lzpwZwh15jaBunv9gTprdYy6f_GVvH8.UQCrT5enVc1uJnUjJi4Qv53hgH7UrKFrdB1ozOC1Fas'}, {'imgurl': 'https://70.img.avito.st/image/1/1.pMvIA7a5CCL-tIovjCmD77eiCiR2ooo0_q8KIHq2DCA.jSNfpFPV41S_uop7bzsBwCblixj06XYSziM1epComcc'}, {'imgurl': 'https://90.img.avito.st/image/1/1.K7GC4ra5h1i0VQVV2PIatfxDhV48QwVOtE6FWjBXg1o.zcZM_6ae8Hyx1kRzx_h63agWDq1EhTQ9GjyRk7SFSqc'}, {'imgurl': 'https://80.img.avito.st/image/1/1.2bqlvLa5dVOTC_dem5OPvNsdd1UbHfdFkxB3URcJcVE.ZbrdxXrv9wAf_TkTGV2N3fN7KStpLaokyFd39oJag64'}, {'imgurl': 'https://60.img.avito.st/image/1/1.zEuXXba5YKKh6uKvg3bob-j8YqQp_OK0ofFioCXoZKA.d19lhfQx3FVMRrK6xxdjBgK51wMWO2fV7pwOvXlcpaM'}, {'imgurl': 'https://10.img.avito.st/image/1/1.Ae1fcra5rQRpxS8JUWoI6SHTrwLh0y8Sad6vBu3HqQY.xAXdPJtD7Z39-bveexObAT-Fqf9pAINnWbQB5UAzNZA'}, {'imgurl': 'https://50.img.avito.st/image/1/1.5kmQx7a5SqCmcMit0ICyT-5mSKYuZsi2pmtIoiJyTqI.J2YJLq44FITXHbkSQ0znAszbvFKynQ1H1yHhROR8aX8'}, {'imgurl': 'https://90.img.avito.st/image/1/1.X7umzra581KQeXFflMN5n9lv8VQYb3FEkGLxUBR791A.dvRxHtQK4qesrXVHUKbMsz9mN0OAqYetdhSFJD4-9yI'}]",https://www.avito.ru/krasnoyarsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_58_m_7361902334,87000.0,2025-05-17 16:33:55,Частное лицо,Красноярский край,р-н Советский,"мкр-н Северный, Светлогорский пер., 13А/2",Сдам,avito.ru,Сдам,,0.0,Красноярский край,Красноярск,56.06139755,92.9013443,Сдам,Торговое помещение,58.0,1.0,,Торговое помещение,58.0,1.0,2025.0,другой,,,,на улице,,,,2025-05-17 16:59:00,2025-05-17 16:59:00,1.0,,,р-н Советский,,1500.0,,92.872586,56.0091173,6.081625826888367,1500.0,5
"Помещение свободного назначения в Москва Плетешковский пер., 7-9С1 (14 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-moskva-pleteshkovskiy-pereulok-2344465389-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-pleteshkovskiy-pereulok-2307891958-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-pleteshkovskiy-pereulok-2319305745-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-pleteshkovskiy-pereulok-2307892282-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-pleteshkovskiy-pereulok-2307892169-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-moskva-pleteshkovskiy-pereulok-2346566626-1.jpg'}]",https://www.cian.ru/rent/commercial/309125440,49990.0,2025-01-05 20:21:30,Частное лицо,Москва,Бауманская,"Плетешковский пер., 7-9С1",Сдам,cian.ru,Сдам,,0.333,Москва,Москва,55.770785,37.676529,Сдам,Помещение свободного назначения,14.0,1.0,5.0,Помещение свободного назначения,14.0,1.0,2025.0,,,,,,,,,2024-10-26 19:10:23,2025-01-05 19:56:14,1.0,,,ЦАО,Бауманская,3570.714285714286,,37.6063916,55.625578,16.73377558494043,3570.714285714286,1
"Офис в Москва Переведеновский пер., 13С18 (142 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323078111-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323078112-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323078114-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323078203-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323078333-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323078446-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323078443-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2352397757-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323069366-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323069789-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323070498-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323070496-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323070500-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323070503-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323070514-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323161861-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323076736-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323076767-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323161852-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323076420-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323165754-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323181896-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323161844-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323161838-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323077679-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323077530-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323174070-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323077503-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323077502-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2323174064-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2352396231-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2352396222-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2352396235-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2352396252-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-perevedenovskiy-pereulok-2352397233-1.jpg'}]",https://www.cian.ru/rent/commercial/309890599,326000.0,2025-01-05 12:21:15,Частное лицо,Москва,Электрозаводская,"Переведеновский пер., 13С18",Сдам,cian.ru,Сдам,,1.417,Москва,Москва,55.780962,37.689312,Сдам,Офисное помещение,142.0,5.0,7.0,Офисное помещение,142.0,5.0,2025.0,Бизнес-центр,,,,,,,,2024-11-13 19:47:23,2025-01-05 11:55:48,1.0,,,ЦАО,Электрозаводская,2295.774647887324,,37.6063916,55.625578,18.042143433245137,2295.774647887324,1
"Торговая площадь в Москва Бауманская ул., 47 (79 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321420926-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321420925-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321420917-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321420923-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321414854-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321415199-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321416931-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321416685-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321418636-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-baumanskaya-ulica-2321418870-1.jpg'}]",https://www.cian.ru/rent/commercial/309827997,900000.0,2025-01-05 12:21:11,Частное лицо,Москва,Бауманская,"Бауманская ул., 47",Сдам,cian.ru,Сдам,,0.5,Москва,Москва,55.768927,37.680158,Сдам,Торговое помещение,79.0,1.0,10.0,Торговое помещение,79.0,1.0,2025.0,,,,,,,,,2024-11-12 18:45:44,2025-01-05 12:10:25,1.0,,,ЦАО,Бауманская,11392.40506329114,,37.6063916,55.625578,16.59644442608178,11392.40506329114,1
"Торговая площадь в Москва Ленинградский просп., 62С26 (29 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325010141-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325010143-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325010142-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325010137-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2324104306-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325040900-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325009824-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325040913-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325009856-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325040915-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-leningradskiy-prospekt-2325009936-1.jpg'}]",https://www.cian.ru/rent/commercial/309942434,400000.0,2025-01-05 12:21:10,Частное лицо,Москва,Аэропорт,"Ленинградский просп., 62С26",Сдам,cian.ru,Сдам,,0.167,Москва,Москва,55.800575,37.533212,Сдам,Торговое помещение,29.0,1.0,1.0,Торговое помещение,29.0,1.0,2025.0,Торгово-офисный комплекс,,,,,,,,2024-11-14 19:02:51,2025-01-05 12:11:08,1.0,,,САО,Аэропорт,13793.103448275862,,37.6063916,55.625578,19.99142077176115,13793.103448275862,1
"Торговая площадь в Москва ул. Дмитрия Ульянова, 10/1К1 (64 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-ulica-dmitriya-ulyanova-2352432136-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-ulica-dmitriya-ulyanova-2352432135-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-ulica-dmitriya-ulyanova-2322717182-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-ulica-dmitriya-ulyanova-2322722614-1.jpg'}]",https://www.cian.ru/rent/commercial/309878320,510000.0,2025-01-05 12:21:07,Частное лицо,Москва,Академическая,"ул. Дмитрия Ульянова, 10/1К1",Сдам,cian.ru,Сдам,,0.583,Москва,Москва,55.689664,37.566476,Сдам,Торговое помещение,64.0,1.0,4.0,Торговое помещение,64.0,1.0,2025.0,,,,,,,,,2024-11-13 16:14:27,2025-01-05 12:25:14,1.0,,,ЮЗАО,Академическая,7968.75,,37.6063916,55.625578,7.553131107495355,7968.75,1
"Торговая площадь в Москва Тушинская ул., 24С15 (11 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-tushinskaya-ulica-2326833249-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-tushinskaya-ulica-2326833253-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-tushinskaya-ulica-2326833263-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-tushinskaya-ulica-2326833251-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-tushinskaya-ulica-2326833267-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-moskva-tushinskaya-ulica-2334167188-1.jpg'}]",https://www.cian.ru/rent/commercial/310092460,300000.0,2025-01-05 12:20:58,Частное лицо,Москва,Тушинская,"Тушинская ул., 24С15",Сдам,cian.ru,Сдам,,0.167,Москва,Москва,55.828202,37.439679,Сдам,Торговое помещение,11.0,1.0,1.0,Торговое помещение,11.0,1.0,2025.0,Помещение свободного назначения,,,,,,,,2024-11-18 18:11:13,2025-01-05 12:40:19,1.0,,,СЗАО,Тушинская,27272.727272727272,,37.6063916,55.625578,24.831669254947933,27272.727272727272,1
"Помещение свободного назначения в Москва Сосенское поселение, пос. Коммунарка, ул. Александры Монаховой, 80к3 (69 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-kommunarka-aleksandry-monahovoy-ulica-2351346860-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-kommunarka-aleksandry-monahovoy-ulica-2351346859-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-kommunarka-aleksandry-monahovoy-ulica-2351353006-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-kommunarka-aleksandry-monahovoy-ulica-2351363207-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-kommunarka-aleksandry-monahovoy-ulica-2351353002-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-kommunarka-aleksandry-monahovoy-ulica-2351353015-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-kommunarka-aleksandry-monahovoy-ulica-2351363210-1.jpg'}]",https://www.cian.ru/rent/commercial/311296946,120000.0,2025-01-05 11:21:40,Частное лицо,Москва,Потапово,"Сосенское поселение, пос. Коммунарка, ул. Александры Монаховой, 80к3",Сдам,cian.ru,Сдам,,1.667,Москва,Москва,55.54671,37.480121,Сдам,Помещение свободного назначения,69.0,1.0,17.0,Помещение свободного назначения,69.0,1.0,2025.0,Помещение свободного назначения,,,,,,,,2024-12-15 15:42:41,2025-01-05 10:44:51,1.0,,,НАО (Новомосковский),Потапово,1739.1304347826087,,37.6063916,55.625578,11.826960575545936,1739.1304347826087,1
"Торговая площадь в Москва Сосенское поселение, Скандинавия жилой комплекс, к35.1.4 (57 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/2340564294-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2352549299-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2337476985-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2337476994-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2337477003-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916430-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916442-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916455-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916467-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916491-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916507-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916522-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916532-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916540-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916552-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916565-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916573-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916584-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916592-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916603-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916608-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916619-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916623-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2343916635-1.jpg'}]",https://www.cian.ru/rent/commercial/310647947,204480.0,2025-01-05 04:23:10,Частное лицо,Москва,Потапово,"Сосенское поселение, Скандинавия жилой комплекс, к35.1.4",Сдам,cian.ru,Сдам,,0.5,Москва,Москва,55.556945,37.501133,Сдам,Торговое помещение,57.0,1.0,9.0,Торговое помещение,57.0,1.0,2025.0,Помещение свободного назначения,,,,,,,,2024-11-30 03:58:10,2025-01-05 04:40:14,1.0,,,НАО (Новомосковский),Потапово,3587.368421052632,,37.6063916,55.625578,10.098838146073028,3587.368421052632,1
"Торговая площадь в Москва Алтуфьевское ш., 86 (25 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/2252775575-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2252775577-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2252775581-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2252775583-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2252775586-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2252775589-1.jpg'}]",https://www.cian.ru/rent/commercial/306502920,300000.0,2025-01-04 23:20:25,Частное лицо,Москва,Алтуфьево,"Алтуфьевское ш., 86",Сдам,cian.ru,Сдам,,0.083,Москва,Москва,55.89714,37.588871,Сдам,Торговое помещение,25.0,1.0,22.0,Торговое помещение,25.0,1.0,2025.0,Жилой дом,,,,,,,,2024-08-27 13:26:47,2025-01-04 23:10:21,1.0,,,СВАО,Алтуфьево,12000.0,,37.6063916,55.625578,30.21620496979502,12000.0,1
"Офис в Москва Партийный пер., 1К57С3 (58 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364345438-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364343540-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364343559-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364343191-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364343194-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364345445-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364342903-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364342908-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364345443-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-moskva-partiynyy-pereulok-2364342932-1.jpg'}]",https://www.cian.ru/rent/commercial/311906135,175500.0,2025-01-04 18:21:44,Частное лицо,Москва,Серпуховская,"Партийный пер., 1К57С3",Сдам,cian.ru,Сдам,,0.917,Москва,Москва,55.7195,37.630176,Сдам,Офисное помещение,58.0,3.0,4.0,Офисное помещение,58.0,3.0,2025.0,Бизнес-центр,,,,,,,,2025-01-01 17:48:03,2025-01-04 17:28:35,1.0,,,ЮАО,Серпуховская,3025.862068965517,,37.6063916,55.625578,10.54960255516936,3025.862068965517,1
